Name,Price,Have,Limit,Discount,Traded
★ Huntsman Knife | Ultraviolet (Well-Worn),12119,0,4,105,0
★ Huntsman Knife | Urban Masked (Battle-Scarred),9902,0,5,102,0
★ Huntsman Knife | Urban Masked (Field-Tested),11612,1,19,114,1
★ Huntsman Knife | Urban Masked (Minimal Wear),12970,0,5,103,0
★ Huntsman Knife | Urban Masked (Well-Worn),10020,0,2,100,0
★ Hydra Gloves | Case Hardened (Battle-Scarred),12839,1,12,112,0
★ Hydra Gloves | Case Hardened (Field-Tested),16177,15,38,115,2
★ Hydra Gloves | Case Hardened (Minimal Wear),28251,2,9,114,0
★ Hydra Gloves | Case Hardened (Well-Worn),15224,3,12,115,0
★ Hydra Gloves | Emerald (Battle-Scarred),11448,0,15,108,0
★ Hydra Gloves | Emerald (Field-Tested),13355,5,45,115,0
★ Hydra Gloves | Emerald (Minimal Wear),21851,2,9,107,0
★ Hydra Gloves | Emerald (Well-Worn),12381,0,11,108,0
★ Hydra Gloves | Mangrove (Battle-Scarred),10132,1,16,109,0
★ Hydra Gloves | Mangrove (Factory New),57304,1,2,105,0
★ Hydra Gloves | Mangrove (Field-Tested),10679,7,50,112,0
★ Hydra Gloves | Mangrove (Minimal Wear),12799,0,12,105,0
★ Hydra Gloves | Mangrove (Well-Worn),10495,3,7,108,1
★ Hydra Gloves | Rattler (Battle-Scarred),10636,1,17,109,1
★ Hydra Gloves | Rattler (Field-Tested),11669,11,38,109,0
★ Hydra Gloves | Rattler (Minimal Wear),13992,0,9,108,0
★ Hydra Gloves | Rattler (Well-Worn),11228,1,10,112,0
★ Karambit,59735,0,18,111,0
★ Karambit | Autotronic (Battle-Scarred),60002,3,5,107,0
★ Karambit | Autotronic (Field-Tested),71357,1,9,112,0
★ Karambit | Autotronic (Minimal Wear),82945,0,2,105,0
★ Karambit | Autotronic (Well-Worn),42779,0,2,71,0
★ Karambit | Black Laminate (Battle-Scarred),47860,1,4,113,0
★ Karambit | Black Laminate (Field-Tested),50151,1,4,107,0
★ Karambit | Black Laminate (Minimal Wear),57946,1,11,111,0
★ Karambit | Black Laminate (Well-Worn),49042,0,6,111,0
★ Karambit | Blue Steel (Battle-Scarred),36550,0,2,105,0
★ Karambit | Blue Steel (Field-Tested),39787,1,4,101,0
★ Karambit | Blue Steel (Minimal Wear),48395,0,4,106,0
★ Karambit | Blue Steel (Well-Worn),41851,0,6,111,0
★ Karambit | Boreal Forest (Battle-Scarred),26740,0,2,105,0
★ Karambit | Boreal Forest (Field-Tested),29382,4,11,108,0
★ Karambit | Boreal Forest (Minimal Wear),35022,0,2,105,0
★ Karambit | Boreal Forest (Well-Worn),26540,0,2,99,0
★ Karambit | Bright Water (Battle-Scarred),27086,0,2,105,0
★ Karambit | Bright Water (Factory New),43856,0,5,108,0
★ Karambit | Bright Water (Field-Tested),36184,2,13,111,0
★ Karambit | Bright Water (Minimal Wear),42292,2,4,109,0
★ Karambit | Bright Water (Well-Worn),29589,0,2,93,0
★ Karambit | Case Hardened (Battle-Scarred),40785,0,2,105,0
★ Karambit | Case Hardened (Field-Tested),50635,0,2,105,0
★ Karambit | Case Hardened (Minimal Wear),58976,0,3,105,0
★ Karambit | Case Hardened (Well-Worn),44711,1,2,108,0
★ Karambit | Crimson Web (Battle-Scarred),37543,1,5,102,0
★ Karambit | Crimson Web (Field-Tested),56852,0,8,108,0
★ Karambit | Crimson Web (Well-Worn),50039,0,2,105,0
★ Karambit | Damascus Steel (Battle-Scarred),37099,0,2,105,0
★ Karambit | Damascus Steel (Factory New),56999,1,8,113,0
★ Karambit | Damascus Steel (Field-Tested),44817,7,10,109,0
★ Karambit | Damascus Steel (Minimal Wear),50651,0,7,110,0
★ Karambit | Damascus Steel (Well-Worn),40964,0,4,108,0
★ Karambit | Doppler (Factory New),74754,23,93,111,10
★ Karambit | Doppler (Minimal Wear),64959,0,3,90,0
★ Karambit | Doppler Ruby (Factory New),337947,0,4,111,0
★ Karambit | Doppler Sapphire (Factory New),496019,0,3,111,0
★ Karambit | Fade (Factory New),144126,1,11,111,0
★ Karambit | Forest DDPAT (Battle-Scarred),25758,0,4,108,0
★ Karambit | Forest DDPAT (Field-Tested),28588,6,12,111,0
★ Karambit | Forest DDPAT (Minimal Wear),31431,0,2,106,0
★ Karambit | Forest DDPAT (Well-Worn),27831,0,3,108,0
★ Karambit | Freehand (Factory New),52844,0,7,108,0
★ Karambit | Freehand (Field-Tested),42378,5,16,112,0
★ Karambit | Freehand (Minimal Wear),47192,0,6,111,0
★ Karambit | Gamma Doppler (Factory New),90536,3,24,110,2
★ Karambit | Gamma Doppler Emerald (Factory New),580669,0,3,112,0
★ Karambit | Lore (Battle-Scarred),48584,0,2,103,0
★ Karambit | Lore (Factory New),154392,0,2,105,0
★ Karambit | Lore (Field-Tested),65994,7,23,111,3
★ Karambit | Lore (Minimal Wear),117278,0,4,109,0
★ Karambit | Lore (Well-Worn),46777,0,2,105,0
★ Karambit | Marble Fade (Factory New),109859,6,13,110,2
★ Karambit | Night (Battle-Scarred),31844,0,2,105,0
★ Karambit | Night (Field-Tested),36450,1,11,112,0
★ Karambit | Night (Minimal Wear),45025,0,2,105,0
★ Karambit | Night (Well-Worn),30869,0,2,107,0
★ Karambit | Rust Coat (Battle-Scarred),34972,4,17,111,0
★ Karambit | Safari Mesh (Battle-Scarred),25905,0,6,106,0
★ Karambit | Safari Mesh (Field-Tested),26383,2,12,109,1
★ Karambit | Safari Mesh (Minimal Wear),28793,0,2,105,0
★ Karambit | Scorched (Battle-Scarred),25134,0,7,108,0
★ Karambit | Scorched (Field-Tested),27649,3,14,118,0
★ Karambit | Scorched (Minimal Wear),30759,0,4,107,0
★ Karambit | Scorched (Well-Worn),26305,1,2,107,0
★ Karambit | Slaughter (Factory New),81016,1,7,112,0
★ Karambit | Slaughter (Field-Tested),51798,0,2,105,0
★ Karambit | Slaughter (Minimal Wear),65656,3,6,102,2
★ Karambit | Stained (Battle-Scarred),33943,3,5,106,0
★ Karambit | Stained (Factory New),43578,0,2,105,0
★ Karambit | Stained (Field-Tested),37827,3,5,108,0
★ Karambit | Stained (Minimal Wear),38775,0,3,107,0
★ Karambit | Stained (Well-Worn),35378,2,2,105,0
★ Karambit | Tiger Tooth (Factory New),82196,3,27,112,0
★ Karambit | Tiger Tooth (Minimal Wear),72277,0,3,105,0
★ Karambit | Ultraviolet (Battle-Scarred),31870,0,3,105,0
★ Karambit | Ultraviolet (Field-Tested),38579,3,14,107,0
★ Karambit | Ultraviolet (Minimal Wear),49841,0,2,100,0
★ Karambit | Ultraviolet (Well-Worn),34381,1,2,104,0
★ Karambit | Urban Masked (Battle-Scarred),25981,0,4,108,0
★ Karambit | Urban Masked (Field-Tested),28461,4,15,108,0
★ Karambit | Urban Masked (Minimal Wear),34229,0,4,107,0
★ Karambit | Urban Masked (Well-Worn),26182,0,2,105,0
★ M9 Bayonet,46051,0,13,110,0
★ M9 Bayonet | Autotronic (Battle-Scarred),45782,0,5,110,0
★ M9 Bayonet | Autotronic (Factory New),88651,0,2,105,0
★ M9 Bayonet | Autotronic (Field-Tested),55577,4,13,109,1
★ M9 Bayonet | Autotronic (Minimal Wear),63200,1,6,108,0
★ M9 Bayonet | Autotronic (Well-Worn),44277,0,2,104,0
★ M9 Bayonet | Black Laminate (Battle-Scarred),38440,0,4,108,0
★ M9 Bayonet | Black Laminate (Factory New),50797,0,2,97,0
★ M9 Bayonet | Black Laminate (Field-Tested),39987,0,7,112,0
★ M9 Bayonet | Black Laminate (Minimal Wear),41901,0,6,111,0
★ M9 Bayonet | Black Laminate (Well-Worn),37046,1,4,103,0
★ M9 Bayonet | Blue Steel (Battle-Scarred),28860,0,2,103,0
★ M9 Bayonet | Blue Steel (Factory New),36325,0,2,98,0
★ M9 Bayonet | Blue Steel (Field-Tested),32617,1,8,110,0
★ M9 Bayonet | Blue Steel (Minimal Wear),32509,0,3,108,0
★ M9 Bayonet | Blue Steel (Well-Worn),30430,1,3,107,0
★ M9 Bayonet | Boreal Forest (Battle-Scarred),18991,0,2,100,0
★ M9 Bayonet | Boreal Forest (Field-Tested),22688,2,11,113,0
★ M9 Bayonet | Boreal Forest (Minimal Wear),24271,0,2,105,0
★ M9 Bayonet | Boreal Forest (Well-Worn),19323,0,2,100,0
★ M9 Bayonet | Bright Water (Factory New),35343,1,2,97,0
★ M9 Bayonet | Bright Water (Field-Tested),27799,2,10,112,0
★ M9 Bayonet | Bright Water (Minimal Wear),31063,0,4,108,0
★ M9 Bayonet | Case Hardened (Battle-Scarred),30354,0,2,105,0
★ M9 Bayonet | Case Hardened (Field-Tested),36476,0,4,108,0
★ M9 Bayonet | Case Hardened (Minimal Wear),37772,1,3,95,0
★ M9 Bayonet | Case Hardened (Well-Worn),31669,1,3,108,0
★ M9 Bayonet | Crimson Web (Battle-Scarred),30570,0,2,105,0
★ M9 Bayonet | Crimson Web (Field-Tested),39097,0,12,111,0
★ M9 Bayonet | Crimson Web (Well-Worn),31950,1,2,105,0
★ M9 Bayonet | Damascus Steel (Battle-Scarred),22832,0,2,105,0
★ M9 Bayonet | Damascus Steel (Factory New),36142,3,5,108,1
★ M9 Bayonet | Damascus Steel (Field-Tested),30154,5,12,107,0
★ M9 Bayonet | Damascus Steel (Minimal Wear),32806,1,10,112,0
★ M9 Bayonet | Damascus Steel (Well-Worn),26814,0,2,105,0
★ M9 Bayonet | Doppler (Factory New),58376,17,82,112,5
★ M9 Bayonet | Doppler (Minimal Wear),57886,2,4,104,1
★ M9 Bayonet | Doppler Ruby (Factory New),359750,0,4,111,0
★ M9 Bayonet | Doppler Sapphire (Factory New),599584,0,3,111,0
★ M9 Bayonet | Fade (Factory New),85826,1,13,117,0
★ M9 Bayonet | Forest DDPAT (Battle-Scarred),19096,0,2,100,0
★ M9 Bayonet | Forest DDPAT (Field-Tested),21817,3,14,114,0
★ M9 Bayonet | Forest DDPAT (Minimal Wear),24311,0,4,108,0
★ M9 Bayonet | Forest DDPAT (Well-Worn),19714,0,4,103,0
★ M9 Bayonet | Freehand (Factory New),37729,4,7,109,0
★ M9 Bayonet | Freehand (Field-Tested),30373,7,13,109,0
★ M9 Bayonet | Freehand (Minimal Wear),34863,2,7,112,1
★ M9 Bayonet | Freehand (Well-Worn),25267,0,3,108,0
★ M9 Bayonet | Gamma Doppler (Factory New),71491,7,29,110,3
★ M9 Bayonet | Gamma Doppler (Minimal Wear),58627,0,2,97,0
★ M9 Bayonet | Gamma Doppler Emerald (Factory New),599584,0,4,111,0
★ M9 Bayonet | Lore (Battle-Scarred),40555,1,4,117,0
★ M9 Bayonet | Lore (Factory New),186159,0,2,106,0
★ M9 Bayonet | Lore (Field-Tested),67508,0,13,111,0
★ M9 Bayonet | Lore (Minimal Wear),165305,0,2,108,0
★ M9 Bayonet | Lore (Well-Worn),44728,0,2,105,0
★ M9 Bayonet | Marble Fade (Factory New),93250,2,14,112,0
★ M9 Bayonet | Marble Fade (Minimal Wear),73165,0,2,98,0
★ M9 Bayonet | Night (Battle-Scarred),20707,0,2,90,0
★ M9 Bayonet | Night (Field-Tested),26342,2,12,110,0
★ M9 Bayonet | Night (Minimal Wear),36314,0,2,97,0
★ M9 Bayonet | Night (Well-Worn),21522,0,2,105,0
★ M9 Bayonet | Rust Coat (Battle-Scarred),26008,1,24,115,1
★ M9 Bayonet | Rust Coat (Well-Worn),22961,0,2,105,0
★ M9 Bayonet | Safari Mesh (Field-Tested),20702,5,16,110,0
★ M9 Bayonet | Safari Mesh (Minimal Wear),21579,0,2,105,0
★ M9 Bayonet | Safari Mesh (Well-Worn),17416,0,2,100,0
★ M9 Bayonet | Scorched (Battle-Scarred),19580,0,2,100,0
★ M9 Bayonet | Scorched (Field-Tested),21132,2,13,114,0
★ M9 Bayonet | Scorched (Minimal Wear),22255,0,4,108,0
★ M9 Bayonet | Scorched (Well-Worn),17355,0,2,100,0
★ M9 Bayonet | Slaughter (Factory New),65953,4,4,105,0
★ M9 Bayonet | Slaughter (Field-Tested),41231,0,2,105,0
★ M9 Bayonet | Slaughter (Minimal Wear),55274,3,4,111,0
★ M9 Bayonet | Stained (Battle-Scarred),22996,1,3,104,0
★ M9 Bayonet | Stained (Field-Tested),25674,2,10,110,0
★ M9 Bayonet | Stained (Minimal Wear),26819,0,4,108,0
★ M9 Bayonet | Stained (Well-Worn),24150,2,5,109,0
★ M9 Bayonet | Tiger Tooth (Factory New),61895,10,33,109,1
★ M9 Bayonet | Ultraviolet (Battle-Scarred),22313,0,6,108,0
★ M9 Bayonet | Ultraviolet (Field-Tested),26210,4,15,111,1
★ M9 Bayonet | Ultraviolet (Minimal Wear),36416,0,4,108,0
★ M9 Bayonet | Ultraviolet (Well-Worn),24159,0,3,107,0
★ M9 Bayonet | Urban Masked (Battle-Scarred),19349,0,2,100,0
★ M9 Bayonet | Urban Masked (Field-Tested),21422,4,13,110,0
★ M9 Bayonet | Urban Masked (Minimal Wear),23014,0,4,107,0
★ M9 Bayonet | Urban Masked (Well-Worn),19195,0,3,105,0
★ Moto Gloves | 3rd Commando Company (Battle-Scarred),11256,0,7,108,0
★ Moto Gloves | 3rd Commando Company (Field-Tested),18385,0,13,109,0
★ Moto Gloves | 3rd Commando Company (Minimal Wear),37182,0,2,109,0
★ Moto Gloves | 3rd Commando Company (Well-Worn),13432,0,3,100,0
★ Moto Gloves | Blood Pressure (Battle-Scarred),16110,0,3,100,0
★ Moto Gloves | Blood Pressure (Field-Tested),47629,0,11,111,0
★ Moto Gloves | Blood Pressure (Minimal Wear),118244,0,3,105,0
★ Moto Gloves | Blood Pressure (Well-Worn),33262,0,2,105,0
★ Moto Gloves | Boom! (Battle-Scarred),12028,0,9,105,0
★ Moto Gloves | Boom! (Field-Tested),26111,0,10,112,0
★ Moto Gloves | Boom! (Minimal Wear),53151,0,3,107,0
★ Moto Gloves | Boom! (Well-Worn),19298,0,3,100,0
★ Moto Gloves | Cool Mint (Battle-Scarred),16451,0,6,108,0
★ Moto Gloves | Cool Mint (Field-Tested),40240,0,8,112,0
★ Moto Gloves | Cool Mint (Minimal Wear),86670,0,2,104,0
★ Moto Gloves | Eclipse (Battle-Scarred),12323,1,4,108,0
★ Moto Gloves | Eclipse (Field-Tested),23046,1,13,113,0
★ Moto Gloves | Eclipse (Minimal Wear),44187,0,3,108,0
★ Moto Gloves | Eclipse (Well-Worn),19030,0,3,106,0
★ Moto Gloves | Finish Line (Battle-Scarred),15669,0,2,100,0
★ Moto Gloves | Finish Line (Field-Tested),48773,0,6,112,0
★ Moto Gloves | Finish Line (Minimal Wear),130277,0,2,106,0
★ Moto Gloves | Finish Line (Well-Worn),35367,0,2,101,0
★ Moto Gloves | Polygon (Battle-Scarred),21087,0,6,102,0
★ Moto Gloves | Polygon (Field-Tested),34623,1,14,114,0
★ Moto Gloves | Polygon (Minimal Wear),56962,0,3,105,0
★ Moto Gloves | Polygon (Well-Worn),29359,0,3,108,0
★ Moto Gloves | POW! (Battle-Scarred),21247,0,6,107,0
★ Moto Gloves | POW! (Field-Tested),55947,4,18,107,4
★ Moto Gloves | POW! (Minimal Wear),118243,0,2,106,0
★ Moto Gloves | POW! (Well-Worn),38928,0,2,99,0
★ Moto Gloves | Smoke Out (Battle-Scarred),16394,0,3,104,0
★ Moto Gloves | Smoke Out (Field-Tested),51025,6,6,113,6
★ Moto Gloves | Smoke Out (Minimal Wear),131290,0,2,104,0
★ Moto Gloves | Smoke Out (Well-Worn),34577,0,5,112,0
★ Moto Gloves | Spearmint (Battle-Scarred),30628,0,2,105,0
★ Moto Gloves | Spearmint (Field-Tested),117174,0,2,105,0
★ Moto Gloves | Spearmint (Well-Worn),66203,0,2,105,0
★ Moto Gloves | Transport (Battle-Scarred),11241,4,14,106,0
★ Moto Gloves | Transport (Field-Tested),14661,5,33,112,0
★ Moto Gloves | Transport (Minimal Wear),25692,0,6,108,0
★ Moto Gloves | Transport (Well-Worn),13201,1,12,108,0
★ Moto Gloves | Turtle (Battle-Scarred),19266,1,11,113,0
★ Moto Gloves | Turtle (Field-Tested),30651,5,13,111,3
★ Moto Gloves | Turtle (Minimal Wear),55452,1,6,104,0
★ Moto Gloves | Turtle (Well-Worn),26114,2,3,119,0
★ Navaja Knife,8526,5,125,112,1
★ Navaja Knife | Blue Steel (Battle-Scarred),8308,1,8,109,0
★ Navaja Knife | Blue Steel (Factory New),9353,0,2,95,0
★ Navaja Knife | Blue Steel (Field-Tested),8402,3,17,110,0
★ Navaja Knife | Blue Steel (Minimal Wear),8923,0,7,104,0
★ Navaja Knife | Blue Steel (Well-Worn),8162,1,15,109,0
★ Navaja Knife | Boreal Forest (Battle-Scarred),7280,0,9,108,0
★ Navaja Knife | Boreal Forest (Field-Tested),7917,2,25,114,0
★ Navaja Knife | Boreal Forest (Minimal Wear),8209,0,9,108,0
★ Navaja Knife | Boreal Forest (Well-Worn),7262,0,3,105,0
★ Navaja Knife | Case Hardened (Battle-Scarred),10370,0,8,108,0
★ Navaja Knife | Case Hardened (Field-Tested),11571,1,11,111,1
★ Navaja Knife | Case Hardened (Minimal Wear),11926,1,9,108,0
★ Navaja Knife | Case Hardened (Well-Worn),10711,0,14,106,0
★ Navaja Knife | Crimson Web (Battle-Scarred),9174,0,5,105,0
★ Navaja Knife | Crimson Web (Field-Tested),10981,2,25,113,1
★ Navaja Knife | Crimson Web (Minimal Wear),14206,1,4,109,0
★ Navaja Knife | Crimson Web (Well-Worn),10296,0,4,105,0
★ Navaja Knife | Damascus Steel (Battle-Scarred),7612,1,4,98,0
★ Navaja Knife | Damascus Steel (Factory New),9422,0,15,108,0
★ Navaja Knife | Damascus Steel (Field-Tested),8717,2,34,112,0
★ Navaja Knife | Damascus Steel (Minimal Wear),8787,0,19,106,0
★ Navaja Knife | Damascus Steel (Well-Worn),7725,1,4,97,0
★ Navaja Knife | Doppler (Factory New),16095,10,49,111,7
★ Navaja Knife | Doppler (Minimal Wear),17028,0,2,104,0
★ Navaja Knife | Fade (Factory New),17458,4,21,113,0
★ Navaja Knife | Fade (Minimal Wear),15224,0,2,100,0
★ Navaja Knife | Forest DDPAT (Battle-Scarred),7106,0,6,103,0
★ Navaja Knife | Forest DDPAT (Field-Tested),7655,0,33,111,0
★ Navaja Knife | Forest DDPAT (Minimal Wear),7946,0,8,108,0
★ Navaja Knife | Forest DDPAT (Well-Worn),7565,0,6,107,0
★ Navaja Knife | Marble Fade (Factory New),16357,2,59,113,1
★ Navaja Knife | Marble Fade (Minimal Wear),14402,0,4,105,0
★ Navaja Knife | Night Stripe (Battle-Scarred),7298,0,4,105,0
★ Navaja Knife | Night Stripe (Field-Tested),7974,1,33,111,0
★ Navaja Knife | Night Stripe (Minimal Wear),8105,2,6,109,0
★ Navaja Knife | Night Stripe (Well-Worn),7594,0,6,108,0
★ Navaja Knife | Rust Coat (Battle-Scarred),8022,4,89,113,0
★ Navaja Knife | Rust Coat (Well-Worn),7805,0,3,100,0
★ Navaja Knife | Safari Mesh (Battle-Scarred),7240,0,9,108,0
★ Navaja Knife | Safari Mesh (Field-Tested),7774,1,41,114,0
★ Navaja Knife | Safari Mesh (Minimal Wear),7631,0,8,108,0
★ Navaja Knife | Safari Mesh (Well-Worn),7528,0,6,108,0
★ Navaja Knife | Scorched (Battle-Scarred),7439,0,13,107,0
★ Navaja Knife | Scorched (Field-Tested),7622,1,27,109,0
★ Navaja Knife | Scorched (Minimal Wear),7819,0,7,108,0
★ Navaja Knife | Scorched (Well-Worn),7050,0,2,100,0
★ Navaja Knife | Slaughter (Factory New),13867,2,12,109,0
★ Navaja Knife | Slaughter (Field-Tested),12675,1,5,113,0
★ Navaja Knife | Slaughter (Minimal Wear),12912,2,11,108,0
★ Navaja Knife | Stained (Battle-Scarred),7912,0,6,108,0
★ Navaja Knife | Stained (Factory New),8181,0,2,86,0
★ Navaja Knife | Stained (Field-Tested),8208,1,17,108,0
★ Navaja Knife | Stained (Minimal Wear),8648,1,9,109,0
★ Navaja Knife | Stained (Well-Worn),8079,0,16,109,0
★ Navaja Knife | Tiger Tooth (Factory New),13882,1,54,112,0
★ Navaja Knife | Tiger Tooth (Minimal Wear),12535,0,5,103,0
★ Navaja Knife | Ultraviolet (Battle-Scarred),8046,0,14,108,0
★ Navaja Knife | Ultraviolet (Field-Tested),8922,2,53,112,0
★ Navaja Knife | Ultraviolet (Minimal Wear),10380,0,13,106,0
★ Navaja Knife | Ultraviolet (Well-Worn),8744,0,11,108,0
★ Navaja Knife | Urban Masked (Battle-Scarred),7375,0,13,108,0
★ Navaja Knife | Urban Masked (Field-Tested),7752,0,35,111,0
★ Navaja Knife | Urban Masked (Minimal Wear),8273,0,7,107,0
★ Navaja Knife | Urban Masked (Well-Worn),7210,0,2,100,0
★ Nomad Knife,23404,1,11,111,0
★ Nomad Knife | Blue Steel (Battle-Scarred),13833,0,3,99,0
★ Nomad Knife | Blue Steel (Field-Tested),16306,0,6,105,0
★ Nomad Knife | Blue Steel (Minimal Wear),17541,0,3,100,0
★ Nomad Knife | Blue Steel (Well-Worn),14120,0,5,105,0
★ Nomad Knife | Boreal Forest (Battle-Scarred),10310,0,7,105,0
★ Nomad Knife | Boreal Forest (Field-Tested),11754,0,12,108,0
★ Nomad Knife | Boreal Forest (Minimal Wear),13109,0,2,100,0
★ Nomad Knife | Boreal Forest (Well-Worn),10014,0,3,100,0
★ Nomad Knife | Case Hardened (Battle-Scarred),16606,0,4,105,0
★ Nomad Knife | Case Hardened (Field-Tested),18622,0,5,105,0
★ Nomad Knife | Case Hardened (Minimal Wear),24823,0,3,108,0
★ Nomad Knife | Case Hardened (Well-Worn),16486,0,3,100,0
★ Nomad Knife | Crimson Web (Battle-Scarred),17923,0,3,100,0
★ Nomad Knife | Crimson Web (Field-Tested),30009,0,3,108,0
★ Nomad Knife | Crimson Web (Minimal Wear),54370,0,3,105,0
★ Nomad Knife | Fade (Factory New),55136,0,7,112,0
★ Nomad Knife | Forest DDPAT (Battle-Scarred),9331,0,2,96,0
★ Nomad Knife | Forest DDPAT (Field-Tested),11329,1,17,112,0
★ Nomad Knife | Forest DDPAT (Minimal Wear),11212,0,2,100,0
★ Nomad Knife | Forest DDPAT (Well-Worn),9707,0,2,98,0
★ Nomad Knife | Night Stripe (Battle-Scarred),11032,0,2,100,0
★ Nomad Knife | Night Stripe (Field-Tested),11465,0,13,108,0
★ Nomad Knife | Night Stripe (Minimal Wear),12504,0,4,105,0
★ Nomad Knife | Night Stripe (Well-Worn),10917,0,4,104,0
★ Nomad Knife | Safari Mesh (Battle-Scarred),9063,0,5,105,0
★ Nomad Knife | Safari Mesh (Field-Tested),10245,0,14,108,0
★ Nomad Knife | Safari Mesh (Minimal Wear),9414,0,3,100,0
★ Nomad Knife | Safari Mesh (Well-Worn),9565,0,3,100,0
★ Nomad Knife | Scorched (Battle-Scarred),8942,1,4,96,0
★ Nomad Knife | Scorched (Field-Tested),10348,1,11,109,0
★ Nomad Knife | Scorched (Minimal Wear),10297,0,4,105,0
★ Nomad Knife | Scorched (Well-Worn),10012,0,3,105,0
★ Nomad Knife | Slaughter (Factory New),35967,0,4,108,0
★ Nomad Knife | Slaughter (Field-Tested),27896,0,2,108,0
★ Nomad Knife | Slaughter (Minimal Wear),31980,0,8,111,0
★ Nomad Knife | Stained (Battle-Scarred),13364,0,6,108,0
★ Nomad Knife | Stained (Field-Tested),15171,2,5,114,0
★ Nomad Knife | Stained (Minimal Wear),16362,0,8,108,0
★ Nomad Knife | Stained (Well-Worn),13018,0,2,103,0
★ Nomad Knife | Urban Masked (Battle-Scarred),9336,0,3,105,0
★ Nomad Knife | Urban Masked (Field-Tested),11092,0,14,108,0
★ Nomad Knife | Urban Masked (Minimal Wear),11940,0,2,103,0
★ Nomad Knife | Urban Masked (Well-Worn),8129,0,2,100,0
★ Paracord Knife,35558,1,7,113,0
★ Paracord Knife | Blue Steel (Battle-Scarred),18182,0,3,98,0
★ Paracord Knife | Blue Steel (Field-Tested),18947,0,3,100,0
★ Paracord Knife | Blue Steel (Minimal Wear),23121,0,2,105,0
★ Paracord Knife | Blue Steel (Well-Worn),18970,0,5,105,0
★ Paracord Knife | Boreal Forest (Battle-Scarred),11358,0,3,95,0
★ Paracord Knife | Boreal Forest (Field-Tested),14500,1,10,109,0
★ Paracord Knife | Boreal Forest (Minimal Wear),17490,0,2,100,0
★ Paracord Knife | Boreal Forest (Well-Worn),12299,0,2,101,0
★ Paracord Knife | Case Hardened (Battle-Scarred),17408,0,3,100,0
★ Paracord Knife | Case Hardened (Field-Tested),24100,0,4,108,0
★ Paracord Knife | Case Hardened (Minimal Wear),31698,0,2,105,0
★ Paracord Knife | Case Hardened (Well-Worn),21614,0,3,97,0
★ Paracord Knife | Crimson Web (Battle-Scarred),23255,0,3,103,0
★ Paracord Knife | Crimson Web (Field-Tested),39488,1,8,111,0
★ Paracord Knife | Crimson Web (Minimal Wear),84915,0,2,100,0
★ Paracord Knife | Fade (Factory New),91241,0,12,111,0
★ Paracord Knife | Forest DDPAT (Battle-Scarred),10355,0,3,100,0
★ Paracord Knife | Forest DDPAT (Field-Tested),13150,1,9,112,0
★ Paracord Knife | Forest DDPAT (Minimal Wear),15362,0,4,105,0
★ Paracord Knife | Forest DDPAT (Well-Worn),10660,0,2,100,0
★ Paracord Knife | Night Stripe (Battle-Scarred),12758,0,2,100,0
★ Paracord Knife | Night Stripe (Field-Tested),16330,1,13,109,0
★ Paracord Knife | Night Stripe (Minimal Wear),20209,0,3,97,0
★ Paracord Knife | Night Stripe (Well-Worn),14823,0,4,105,0
★ Paracord Knife | Safari Mesh (Battle-Scarred),11264,0,4,99,0
★ Paracord Knife | Safari Mesh (Field-Tested),11844,1,11,109,0
★ Paracord Knife | Safari Mesh (Minimal Wear),11812,0,2,100,0
★ Paracord Knife | Safari Mesh (Well-Worn),11146,0,3,98,0
★ Paracord Knife | Scorched (Battle-Scarred),11648,1,2,107,0
★ Paracord Knife | Scorched (Field-Tested),12923,1,13,108,0
★ Paracord Knife | Scorched (Minimal Wear),14312,0,2,99,0
★ Paracord Knife | Scorched (Well-Worn),10410,0,2,100,0
★ Paracord Knife | Slaughter (Factory New),56880,0,2,99,0
★ Paracord Knife | Slaughter (Field-Tested),36453,0,2,105,0
★ Paracord Knife | Slaughter (Minimal Wear),48859,0,8,108,0
★ Paracord Knife | Stained (Battle-Scarred),13497,0,2,100,0
★ Paracord Knife | Stained (Field-Tested),17299,0,3,100,0
★ Paracord Knife | Stained (Minimal Wear),19699,0,3,100,0
★ Paracord Knife | Stained (Well-Worn),16786,1,9,110,0
★ Paracord Knife | Urban Masked (Battle-Scarred),11478,0,5,100,0
★ Paracord Knife | Urban Masked (Field-Tested),12590,0,11,108,0
★ Paracord Knife | Urban Masked (Minimal Wear),17326,0,4,106,0
★ Paracord Knife | Urban Masked (Well-Worn),12127,0,3,100,0
★ Shadow Daggers,14380,9,33,112,3
★ Shadow Daggers | Blue Steel (Battle-Scarred),9440,0,6,106,0
★ Shadow Daggers | Blue Steel (Factory New),11444,0,3,103,0
★ Shadow Daggers | Blue Steel (Field-Tested),9628,0,10,105,0
★ Shadow Daggers | Blue Steel (Minimal Wear),10262,0,5,105,0
★ Shadow Daggers | Blue Steel (Well-Worn),9746,0,6,108,0
★ Shadow Daggers | Boreal Forest (Battle-Scarred),8189,0,8,108,0
★ Shadow Daggers | Boreal Forest (Field-Tested),8582,0,16,108,0
★ Shadow Daggers | Boreal Forest (Minimal Wear),8555,0,5,105,0
★ Shadow Daggers | Boreal Forest (Well-Worn),8107,0,3,99,0
★ Shadow Daggers | Case Hardened (Battle-Scarred),11261,0,7,107,0
★ Shadow Daggers | Case Hardened (Factory New),16560,0,2,100,0
★ Shadow Daggers | Case Hardened (Field-Tested),12593,1,10,108,0
